id	surface	hanja	gloss	level	created	source
76762	압축파		compressional (compression) wave		2006-01-16T09:52:46Z	engdic-34926@ezcorean:34926
76763	압축판		particle board		2006-01-16T09:52:46Z	engdic-129769@ezcorean:129769
76764	압축하다	壓縮하다	compact, condense, constrict		2009-03-06T05:19:48Z	joe-34251@ezcorean:34251
76765	압축할 수 없는		incompressible		2006-01-16T09:52:46Z	engdic-93138@ezcorean:93138
76766	압축할 수 있는		compressible		2006-01-16T09:52:46Z	engdic-34924@ezcorean:34924
76767	압출 성형		extrusion		2006-01-16T09:52:46Z	engdic-63437@ezcorean:63437
76768	압출기	壓出機			2009-01-01T20:23:14Z	mr.hanja-221670@ezcorean:221670
76769	압통	壓痛			2009-01-01T20:23:14Z	mr.hanja-221671@ezcorean:221671
76770	압형		tooling		2006-01-16T09:52:46Z	engdic-187274@ezcorean:187274
76771	압형기		tool		2006-01-16T09:52:46Z	engdic-187264@ezcorean:187264
76772	압화 세공		barbola		2006-01-16T09:52:46Z	engdic-11085@ezcorean:11085
76773	앗!		oon		2006-01-16T09:52:46Z	engdic-125322@ezcorean:125322
76774	앗다		to deprive of		2010-11-04T18:19:24Z	hg4-235099@ezcorean:235099
76775	앙 갚음		reprisal		2006-01-16T09:52:46Z	engdic-152498@ezcorean:152498
76776	앙가발		bowleg		2006-01-16T09:52:46Z	engdic-16837@ezcorean:16837
76777	앙가발의		bowleg		2006-01-16T09:52:46Z	engdic-16838@ezcorean:16838
76778	앙가발이의		bakerkneed		2006-01-16T09:52:46Z	engdic-10458@ezcorean:10458
76779	앙가발이의		bowlegged		2006-01-16T09:52:46Z	engdic-16840@ezcorean:16840
76780	앙감질		hop		2006-01-16T09:52:46Z	engdic-87599@ezcorean:87599
76781	앙갚음		retaliation, revenge		2006-01-16T09:52:46Z	engdic-154184@ezcorean:154184
76782	앙갚음하다		to get one`s own back, retaliate, retort		2009-03-21T01:09:14Z	joe-127726@ezcorean:127726
76783	앙거	仰擧			2009-01-01T20:23:14Z	mr.hanja-221672@ezcorean:221672
76784	앙고라고양이		Angora		2006-01-16T09:52:46Z	engdic-5149@ezcorean:5149
76785	앙고스투라껍질		Angostura		2006-01-16T09:52:46Z	engdic-5150@ezcorean:5150
76786	앙금		the dregs, lees, sediment, stuff that's settled out		2009-01-17T03:45:38Z	mrfinance-54932@ezcorean:54932
76787	앙금찌끼		ground		2006-01-16T09:52:46Z	engdic-80610@ezcorean:80610
76788	앙급지어	殃及池魚	앙급 (재앙이 미친다  : to result in a disaster) + 지어 ( a fish in a pond) = A 3rd party is injured by the main party's fighting		2009-01-01T20:23:14Z	mr.hanja-600525@ezcorean:221673
76789	앙등	昻騰	jackup		2009-01-01T20:23:14Z	engdic-100086@ezcorean:100086
76790	앙등하는		rising		2006-01-16T09:52:46Z	engdic-156989@ezcorean:156989
76791	앙불괴어천	仰不愧於天			2009-01-01T20:23:14Z	mr.hanja-221674@ezcorean:221674
76792	앙사부휵	仰事俯畜			2009-01-01T20:23:14Z	mr.hanja-221675@ezcorean:221675
76793	앙상블		ensemble		2006-01-16T09:52:46Z	engdic-59773@ezcorean:59773
76794	앙상블 연출		ensemble acting (playing)		2006-01-16T09:52:46Z	engdic-59775@ezcorean:59775
76795	앙상하다		scraggly		2009-06-14T00:06:23Z	hsm-232436@ezcorean:232436
76796	앙상한		rawboned		2006-01-16T09:52:46Z	engdic-146341@ezcorean:146341
76797	앙상한		scrannel		2006-01-16T09:52:46Z	engdic-163350@ezcorean:163350
76798	앙셴망		enchainement		2006-01-16T09:52:46Z	engdic-59085@ezcorean:59085
76799	앙수신미	仰首伸眉			2009-01-01T20:23:14Z	mr.hanja-221676@ezcorean:221676
76800	앙숙	怏宿			2009-01-01T20:23:14Z	mr.hanja-221677@ezcorean:221677
76801	앙숙으로 다투는 사람		feudist		2006-01-16T09:52:46Z	engdic-66203@ezcorean:66203
76802	앙심	怏心	ill blood, ill will, malignancy		2009-02-26T07:02:30Z	joe-90487@ezcorean:90487
76803	앙알거리는 여자		shrew		2006-01-16T09:52:46Z	engdic-167839@ezcorean:167839
76804	앙앙		squeak		2006-01-16T09:52:46Z	engdic-175122@ezcorean:175122
76805	앙앙 거리다		schold		2006-01-16T09:52:46Z	engdic-162897@ezcorean:162897
76806	앙앙거리는		shrewish		2006-01-16T09:52:46Z	engdic-167848@ezcorean:167848
76807	앙앙불락	怏怏不樂			2009-01-01T20:23:14Z	mr.hanja-221678@ezcorean:221678
76808	앙앙우는		squeaky		2006-01-16T09:52:46Z	engdic-175134@ezcorean:175134
76809	앙앙울다		squeak		2006-01-16T09:52:46Z	engdic-175113@ezcorean:175113
76810	앙양	昻揚			2009-01-01T20:23:14Z	mr.hanja-221679@ezcorean:221679
76811	앙양하다	昻揚하다	elevate		2009-01-02T21:33:11Z	engdic-58208@ezcorean:58208
76812	앙증		miniature size		2009-08-09T05:42:47Z	zb-232787@ezcorean:232787
76813	앙진		ingravescence		2006-01-16T09:52:46Z	engdic-95423@ezcorean:95423
76814	앙진		sthenia		2006-01-16T09:52:46Z	engdic-176634@ezcorean:176634
76815	앙진하는		ingravescent		2006-01-16T09:52:46Z	engdic-95425@ezcorean:95425
76816	앙천대소	仰天大笑			2009-01-01T20:23:14Z	mr.hanja-221680@ezcorean:221680
76817	앙천이타	仰天而唾			2009-01-01T20:23:14Z	mr.hanja-221681@ezcorean:221681
76818	앙커		anker		2006-01-16T09:52:46Z	engdic-5288@ezcorean:5288
76819	앙케이트		opinionnaire		2006-01-16T09:52:46Z	engdic-125635@ezcorean:125635
76820	앙케이트		questionnaire		2006-01-16T09:52:46Z	engdic-143440@ezcorean:143440
76821	앙케트		enquete		2006-01-16T09:52:46Z	engdic-59734@ezcorean:59734
76822	앙코르		Angkor		2006-01-16T09:52:46Z	engdic-5071@ezcorean:5071
76823	앙코르		call		2006-01-16T09:52:46Z	engdic-20249@ezcorean:20249
76824	앙코르하다		encore		2006-01-16T09:52:46Z	engdic-59138@ezcorean:59138
76825	앙큼		to proceed ahead with steady footsteps		2009-03-18T01:13:46Z	zb-231857@ezcorean:231857
76826	앙큼하다		to have ambitions bigger than one's britches		2009-04-08T08:27:43Z	joe-232118@ezcorean:232118
76827	앙큼한		dirtyminded		2006-01-16T09:52:46Z	engdic-51459@ezcorean:51459
76828	앙트레		entree		2006-01-16T09:52:46Z	engdic-60002@ezcorean:60002
76829	앙트르메		entremets		2006-01-16T09:52:46Z	engdic-60005@ezcorean:60005
76830	앙트르샤		entrechat		2006-01-16T09:52:46Z	engdic-59998@ezcorean:59998
76831	앙트아네트		Antoinette		2006-01-16T09:52:46Z	engdic-6056@ezcorean:6056
76832	앙피지의 일종		forel		2006-01-16T09:52:46Z	engdic-70947@ezcorean:70947
76833	앙피지의 일종		forrel		2006-01-16T09:52:46Z	engdic-71370@ezcorean:71370
76834	앝은		shoal		2006-01-16T09:52:46Z	engdic-167379@ezcorean:167379
76835	앝은		shoaly		2006-01-16T09:52:46Z	engdic-167387@ezcorean:167387
76836	앞		In front of, before	A	2006-01-16T09:52:46Z	engdic-200064@ezcorean:137169
76837	앞 머리의 고수머리		frisette		2006-01-16T09:52:46Z	engdic-72892@ezcorean:72892
76838	앞 면의 폭		front foot		2006-01-16T09:52:46Z	engdic-73051@ezcorean:73051
76839	앞 지르다		distance		2006-01-16T09:52:46Z	engdic-52719@ezcorean:52719
76840	앞 지르다		forereach		2006-01-16T09:52:46Z	engdic-70988@ezcorean:70988
76841	앞4반부		forequarter		2006-01-16T09:52:46Z	engdic-70985@ezcorean:70985
76842	앞길		The road ahead, outlook	B	2008-08-08T17:08:08Z	joe-205376@ezcorean:209564
76843	앞길로 새다		excurse		2006-01-16T09:52:46Z	engdic-62265@ezcorean:62265
76844	앞날		The futre, the days ahead	C	2006-01-16T09:52:46Z	engdic-205784@ezcorean:2645
76845	앞니		foretold		2006-01-16T09:52:46Z	engdic-71079@ezcorean:71079
76846	앞다리		foreleg		2006-01-16T09:52:46Z	engdic-70950@ezcorean:70950
76847	앞다리		proleg		2006-01-16T09:52:46Z	engdic-140181@ezcorean:140181
76848	앞다리 윗부분		foreshank		2006-01-16T09:52:46Z	engdic-71008@ezcorean:71008
76849	앞닫이		vamp		2006-01-16T09:52:46Z	engdic-196384@ezcorean:196384
76850	앞당기다		advance, move up		2008-01-08T02:26:10Z	imp-206125@ezcorean:206125
76851	앞돛 아랫 밧줄		foresheet		2006-01-16T09:52:46Z	engdic-71009@ezcorean:71009
76852	앞돛대		foremast		2006-01-16T09:52:46Z	engdic-70959@ezcorean:70959
76853	앞돛대		foresail		2006-01-16T09:52:46Z	engdic-70999@ezcorean:70999
76854	앞돛대 망루 선원		foretopman		2006-01-16T09:52:46Z	engdic-71084@ezcorean:71084
76855	앞돛대 톱슬		foretopmast		2006-01-16T09:52:46Z	engdic-71085@ezcorean:71085
76856	앞돛대의 망루		foretop		2006-01-16T09:52:46Z	engdic-71081@ezcorean:71081
76857	앞돛대의 버팀줄		forestay		2006-01-16T09:52:46Z	engdic-71036@ezcorean:71036
76858	앞돛대의 앞밧줄에 맨 삼각돛		forestaysail		2006-01-16T09:52:46Z	engdic-71037@ezcorean:71037
76859	앞돛대의 위쪽		foretopgallant		2006-01-16T09:52:46Z	engdic-71082@ezcorean:71082
76860	앞돛대의 활대		foreyard		2006-01-16T09:52:46Z	engdic-71101@ezcorean:71101
76861	앞두다		Have a distance ahead	C	2008-08-08T17:08:08Z	joe-201628@ezcorean:209054
76862	앞뒤		Before and behind	B	2008-08-08T17:08:08Z	joe-204220@ezcorean:209565
76863	앞뒤가  안맞는		inconsecutive		2006-01-16T09:52:46Z	engdic-93171@ezcorean:93171
76864	앞뒤가 없는		doubleended		2006-01-16T09:52:46Z	engdic-54160@ezcorean:54160
76865	앞뒤를 가리지 않는		Icarian		2006-01-16T09:52:46Z	engdic-89802@ezcorean:89802
76866	앞뒤를 가리지 않는		reckless		2006-01-16T09:52:46Z	engdic-147749@ezcorean:147749
76867	앞머리		forelock		2006-01-16T09:52:46Z	engdic-70955@ezcorean:70955
76868	앞머리		quiff		2006-01-16T09:52:46Z	engdic-143589@ezcorean:143589
76869	앞면에 붙이다		front		2006-01-16T09:52:46Z	engdic-73022@ezcorean:73022
76870	앞모습의		halffaced		2006-01-16T09:52:46Z	engdic-82211@ezcorean:82211
76871	앞모음		front vowel		2006-01-16T09:52:46Z	engdic-73101@ezcorean:73101
76872	앞무대		apron		2006-01-16T09:52:46Z	engdic-6741@ezcorean:6741
76873	앞무대		forestage		2006-01-16T09:52:46Z	engdic-71029@ezcorean:71029
76874	앞문	앞門	the front gate	C	2008-08-08T17:08:08Z	joe-210669@ezcorean:209548
76875	앞바다		the offing sea	C	2008-08-08T17:08:08Z	joe-208457@ezcorean:209549
76876	앞발		forefoot, forepaw, an animal's hands		2009-02-28T10:21:08Z	joe-70853@ezcorean:70853
76877	앞방		antechamber		2006-01-16T09:52:46Z	engdic-5555@ezcorean:5555
76878	앞부분		forepart		2006-01-16T09:52:46Z	engdic-70980@ezcorean:70980
76879	앞서		Before, previously 2) in anticipation,beforehand	C	2008-08-08T17:08:08Z	joe-201299@ezcorean:210006
76880	앞서는		antecedent		2006-01-16T09:52:46Z	engdic-5552@ezcorean:5552
76881	앞서다		To go before, precede	B	2006-01-16T09:52:46Z	engdic-202201@ezcorean:5559
76882	앞서서		ahead		2006-01-16T09:52:46Z	engdic-3022@ezcorean:3022
76883	앞선		prevenient		2006-01-16T09:52:46Z	engdic-138553@ezcorean:138553
76884	앞선 것		predecessor		2006-01-16T09:52:46Z	engdic-137479@ezcorean:137479
76885	앞선 시간		anteriority		2006-01-16T09:52:46Z	engdic-5604@ezcorean:5604
76886	앞섬		antecedence		2006-01-16T09:52:46Z	engdic-5548@ezcorean:5548
76887	앞섬		priority		2006-01-16T09:52:46Z	engdic-139210@ezcorean:139210
76888	앞세우다		to be in front, place in front	C	2008-08-08T17:08:08Z	joe-203486@ezcorean:209050
76889	앞얼굴		halfface		2006-01-16T09:52:46Z	engdic-82207@ezcorean:82207
76890	앞에		forward		2009-02-26T01:32:03Z	engdic-71503@ezcorean:71503
76891	앞에		supra (infra?)		2009-02-26T01:32:03Z	engdic-180444@ezcorean:180444
76892	앞에서의		previous		2006-01-16T09:52:46Z	engdic-138584@ezcorean:138584
76893	앞으로		going ahead; going forward, into the future		2009-01-16T20:56:07Z	engdic-3023@ezcorean:3023
76894	앞을 내다본		anticipant		2006-01-16T09:52:46Z	engdic-5739@ezcorean:5739
76895	앞을 내다본		previsional		2006-01-16T09:52:46Z	engdic-138600@ezcorean:138600
76896	앞의		days in the future		2008-11-11T09:13:58Z	engdic-73020@ezcorean:73020
76897	앞의		front		2008-11-11T09:13:58Z	engdic-139201@ezcorean:139201
76898	앞의 광장		apron		2006-01-16T09:52:46Z	engdic-6744@ezcorean:6744
76899	앞의 앞서는		anterior		2006-01-16T09:52:46Z	engdic-5599@ezcorean:5599
76900	앞이		limb		2006-01-16T09:52:46Z	engdic-106271@ezcorean:106271
76901	앞이 막힘		seizeup		2006-01-16T09:52:46Z	engdic-164730@ezcorean:164730
76902	앞이 열린 여성용 코트		redingote		2006-01-16T09:52:46Z	engdic-148648@ezcorean:148648
76903	앞이 트이지 않은		viewless		2006-01-16T09:52:46Z	engdic-198031@ezcorean:198031
76904	앞잡이		instrument (of the police), jackal, nark, puppet		2008-11-10T19:00:11Z	joe-96729@ezcorean:96729
76905	앞잡이 노릇하다		jackal		2006-01-16T09:52:46Z	engdic-100018@ezcorean:100018
76906	앞장서다		To be in the lead/ at the head	C	2006-01-16T09:52:46Z	engdic-202555@ezcorean:70990
76907	앞장식		vest		2006-01-16T09:52:46Z	engdic-197581@ezcorean:197581
76908	앞장식		vestee		2006-01-16T09:52:46Z	engdic-197598@ezcorean:197598
76909	앞지르다		surpass, get ahead of, outmarch, overstride		2008-12-19T09:25:31Z	joe-70991@ezcorean:70991
76910	앞질러		ahead		2006-01-16T09:52:46Z	engdic-3024@ezcorean:3024
76911	앞쪽		The front, the fore part	B	2008-08-08T17:08:08Z	joe-207838@ezcorean:209550
76912	앞쪽의 방		front room		2006-01-16T09:52:46Z	engdic-73096@ezcorean:73096
76913	앞창		half sole		2006-01-16T09:52:46Z	engdic-82311@ezcorean:82311
76914	앞치마		apron		2006-01-16T09:52:46Z	engdic-6739@ezcorean:6739
76915	앞치마의끈		apron string		2006-01-16T09:52:46Z	engdic-6746@ezcorean:6746
76916	애		A baby, or a slightly derogative word for person	B	2008-08-08T17:08:08Z	joe-200315@ezcorean:209551
76917	애		Troubles, worries	C	2009-02-05T07:00:00Z	joe-204291@ezcorean:230844
76918	애가		elegy, epicedium, requiem, threnody		2008-08-08T17:08:08Z	joe-58145@ezcorean:58145
76919	애가로 애도하다		elegize		2006-01-16T09:52:46Z	engdic-58143@ezcorean:58143
76920	애가시인		elegist		2006-01-16T09:52:46Z	engdic-58141@ezcorean:58141
76921	애가의		threnodic		2006-01-16T09:52:46Z	engdic-185569@ezcorean:185569
76922	애가조 연구		elegiac couplet		2006-01-16T09:52:46Z	engdic-58139@ezcorean:58139
76923	애가조의		elegiac		2006-01-16T09:52:46Z	engdic-58136@ezcorean:58136
76924	애가조의 연		elegiac stanza		2006-01-16T09:52:46Z	engdic-58140@ezcorean:58140
76925	애걸복걸	哀乞伏乞	solicitation. 애처롭게 하소연하며 애원하고 빎.		2009-01-01T20:23:14Z	engdic-600820@ezcorean:172085
76926	애걸하다	哀乞하다	to beg, to plead		2010-11-25T14:58:19Z	mr.hanja-221682@ezcorean:221682
76927	애견	愛犬			2009-01-01T20:23:14Z	mr.hanja-221683@ezcorean:221683
76928	애견가		dog fancier		2006-01-16T09:52:46Z	engdic-53452@ezcorean:53452
76929	애경사	哀慶事			2009-01-01T20:23:14Z	mr.hanja-221684@ezcorean:221684
76930	애고	愛顧	custom, patronage		2009-01-01T20:23:14Z	engdic-45517@ezcorean:45517
76931	애고하는		patronizing		2006-01-16T09:52:46Z	engdic-130454@ezcorean:130454
76932	애교	愛嬌	grace, attractiveness		2009-01-01T20:23:14Z	engdic-78815@ezcorean:78815
76933	애교심	愛校心			2009-01-01T20:23:14Z	mr.hanja-221685@ezcorean:221685
76934	애교점		beauty spot		2006-01-16T09:52:46Z	engdic-12196@ezcorean:12196
76935	애국	愛國			2009-01-01T20:23:14Z	mr.hanja-221686@ezcorean:221686
76936	애국 기념일		patriots' Day		2006-01-16T09:52:46Z	engdic-130421@ezcorean:130421
76937	애국시	愛國詩			2009-01-01T20:23:14Z	mr.hanja-221687@ezcorean:221687
76938	애국심	愛國心	nationalism		2009-01-01T20:23:14Z	engdic-118690@ezcorean:118690
76939	애국심	愛國心	patriotism		2009-01-01T20:23:14Z	engdic-130419@ezcorean:130419
76940	애국심이 없는		unpatriotic		2006-01-16T09:52:46Z	engdic-194253@ezcorean:194253
76941	애국운동		nationalism		2006-01-16T09:52:46Z	engdic-118691@ezcorean:118691
76942	애국의		patriotic		2006-01-16T09:52:46Z	engdic-130417@ezcorean:130417
76943	애국자	愛國者	patriot		2009-01-01T20:23:14Z	engdic-130414@ezcorean:130414
76944	애국적	愛國的			2009-01-01T20:23:14Z	mr.hanja-221688@ezcorean:221688
76945	애국적 과시		flagwagging		2006-01-16T09:52:46Z	engdic-68104@ezcorean:68104
76946	애국적 열변의		Demosthenic		2006-01-16T09:52:46Z	engdic-48954@ezcorean:48954
76947	애국적선동		flagwaving		2006-01-16T09:52:46Z	engdic-68108@ezcorean:68108
76948	애국정신	愛國精神			2009-01-01T20:23:14Z	mr.hanja-221689@ezcorean:221689
76949	애국주의자	愛國主義者			2009-01-01T20:23:14Z	mr.hanja-221690@ezcorean:221690
76950	애글로색슨 말		Saxonism		2006-01-16T09:52:46Z	engdic-162322@ezcorean:162322
76951	애급옥오	愛及屋烏			2009-01-01T20:23:14Z	mr.hanja-221691@ezcorean:221691
76952	애기		a kid, a baby		2009-12-14T00:50:26Z	joe-233614@ezcorean:233614
76953	애기 수영		sheep sorrel		2006-01-16T09:52:46Z	engdic-166959@ezcorean:166959
76954	애기똥풀		celandine		2006-01-16T09:52:46Z	engdic-23925@ezcorean:23925
76955	애기부들		bulrush		2006-01-16T09:52:46Z	engdic-18731@ezcorean:18731
76956	애기사슴		chevrotain		2006-01-16T09:52:46Z	engdic-26391@ezcorean:26391
76957	애기풀		milkwort		2006-01-16T09:52:46Z	engdic-114849@ezcorean:114849
76958	애꾸눈		cyclops, a one-eyed person		2009-03-15T10:36:03Z	joe-45935@ezcorean:45935
76959	애꾸눈이		Cyclops		2006-01-16T09:52:46Z	engdic-45941@ezcorean:45941
76960	애꿎다		to be free of blame, innocent		2009-04-26T10:12:22Z	ad-232238@ezcorean:232238
76961	애끊는 마음		heartbreak		2006-01-16T09:52:46Z	engdic-84307@ezcorean:84307
76962	애끓게 하는 것		heartbreaker		2006-01-16T09:52:46Z	engdic-84308@ezcorean:84308
76963	애너컬쳐		anaculture		2006-01-16T09:52:46Z	engdic-4692@ezcorean:4692
76964	애노드액		anolyte		2006-01-16T09:52:46Z	engdic-5425@ezcorean:5425
76965	애달음		fret		2006-01-16T09:52:46Z	engdic-72672@ezcorean:72672
76966	애달파		heartbreaking		2009-07-27T06:07:33Z	gsso-232646@ezcorean:232646
76967	애당심		party spirit		2006-01-16T09:52:46Z	engdic-129914@ezcorean:129914
76968	애당초		the very first initial time		2006-07-05T09:30:37Z	curious-205339@ezcorean:205339
76969	애덕	愛德			2009-01-01T20:23:14Z	mr.hanja-221692@ezcorean:221692
76970	애덤자이트		adamsite		2006-01-16T09:52:46Z	engdic-1514@ezcorean:1514
76971	애도	哀悼	condolence, mourning, regret		2009-01-01T20:23:14Z	engdic-35702@ezcorean:35702
76972	애도가		dirge		2006-01-16T09:52:46Z	engdic-51404@ezcorean:51404
76973	애도의		condolatory		2006-01-16T09:52:46Z	engdic-35696@ezcorean:35696
76974	애도의		threnetic		2006-01-16T09:52:46Z	engdic-185566@ezcorean:185566
76975	애도의 말		condolence		2006-01-16T09:52:46Z	engdic-35704@ezcorean:35704
76976	애도자		mourner		2006-01-16T09:52:46Z	engdic-117440@ezcorean:117440
76977	애도하는		condolent		2006-01-16T09:52:46Z	engdic-35706@ezcorean:35706
76978	애도하다	哀悼하다	mourn		2009-01-02T21:33:11Z	engdic-117438@ezcorean:117438
76979	애도회	哀悼會			2009-01-01T20:23:14Z	mr.hanja-221693@ezcorean:221693
76980	애독서	愛讀書			2009-01-01T20:23:14Z	mr.hanja-221694@ezcorean:221694
76981	애독자	愛讀者			2009-01-01T20:23:14Z	mr.hanja-221695@ezcorean:221695
76982	애들레이드		Adelaide		2006-01-16T09:52:46Z	engdic-1611@ezcorean:1611
76983	애락		grief and joy		2008-04-28T07:24:03Z	boss-206586@ezcorean:206586
76984	애럴다이트		Araldite		2006-01-16T09:52:46Z	engdic-6869@ezcorean:6869
76985	애련	哀憐			2009-01-01T20:23:14Z	mr.hanja-221696@ezcorean:221696
76986	애로	隘路	notch		2009-01-01T20:23:14Z	engdic-122746@ezcorean:122746
76987	애로	隘路	a bottleneck		2009-01-01T20:23:14Z	engdic-16582@ezcorean:16582
76988	애리조나주 북부의 대협곡		Grand Canyon		2006-01-16T09:52:46Z	engdic-79064@ezcorean:79064
76989	애마	愛馬	favorite horse/motorcycle		2010-06-28T16:11:17Z	hg6-234042@ezcorean:234042
76990	애마가		hippophile		2006-01-16T09:52:46Z	engdic-86430@ezcorean:86430
76991	애마르다		to be eager in anticipation		2010-09-22T14:20:22Z	joe-234602@ezcorean:234602
76992	애매	曖昧	vague, obscure		2009-02-28T08:19:39Z	engdic-46705@ezcorean:46705
76993	애매모호	曖昧模糊			2009-01-01T20:23:14Z	mr.hanja-221697@ezcorean:221697
